sid_prefix,collision_group_size,dedup_last,item_id,asin,item_text
209-250-221-199,11,4,8494,B005P00JRE,"Sigma F25 - Tapered Face Sigma Beauty Unique Feature: Large and tapered with a precise tip
Function: Exact product placement onto cheeks
Recommended Use: Apply powder, blush or contour shades onto the cheeks and temples. Tapered shape gives exact placement of product.
Bristle Type: Natural

 2012 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
209-250-221-199,11,5,8607,B005V1A05S,"Sigma F86 - Tapered Kabuki TM Sigma Beauty Unique Feature: Dense and tapered head 
Function: Precise application of concealer or foundation products 
Recommended Use: Best for concealing the under eye and hard to reach areas of the face. 
Bristle Type: Synthetic Sigmax 

 2013 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
209-250-221-199,11,6,8610,B005V1NPZU,"Sigma P80 - Precision Flat TM Sigma Beauty Unique Feature: Small, dense and flat head
Function: Precise concealer application
Recommended Use: Stipple concealer onto sun spots, blemishes, and other small imperfections.
Bristle Type: Synthetic Sigmax

 2013 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
209-250-221-199,11,7,8611,B005V1QLUG,"Sigma P82 - Precision Round TM Sigma Beauty Unique Feature: Small, dense and rounded head
Function: Fingertip-like application
Recommended Use: Apply shadow base or primer onto the lid.
Bristle Type: Synthetic Sigmax

 2013 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
209-250-221-199,11,8,8612,B005V1TL12,"Sigma P84 - Precision Angled TM Sigma Beauty Unique Feature: Small, dense and flat angled head
Function: Precise contouring
Recommended Use: Apply product to areas such as the sides of the nose and the hollows of the cheeks.
Bristle Type: Synthetic Sigmax

 2013 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
209-250-221-199,11,9,10041,B008K1YYM6,"Sigma F88 - Flat Angled Kabuki TM Sigma Beauty Unique Feature: Soft and angled head
Function: Blended cream product application
Recommended Use: Blends foundation easily onto hard-to-reach areas of the face. Angle fits all areas of the face seamlessly. Works especially well on cheekbones and contours of the nose.
Bristle Type: Synthetic Sigmax

 2013 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
209-250-221-199,11,10,10042,B008K21OSC,"Sigma P88 - Precision Flat Angled TM Sigma Beauty Unique Feature: Small, dense and flat angled head
Function: Precise contouring
Recommended Use: Use for precise application of concealer products anywhere on the face. Works particularly well around the eyes and nose.
Bristle Type: Synthetic Sigmax

 2013 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
47-127-190-47,11,0,10581,B00A2XU2X0,"China Glaze Nail Lacquer, Surreal Appeal, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,1,10584,B00A2Y02TI,"China Glaze Nail Lacquer, Escaping Reality, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,2,10586,B00A2Y3LD2,"China Glaze Nail Lacquer, Whirled Away, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,3,10589,B00A2Y6PG2,"China Glaze Nail Lacquer, Creative Fantasy, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,4,10987,B00B3TNLJE,"China Glaze Nail Lacquer, Keep Calm, Paint On, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,5,11092,B00BGAO4QE,"China Glaze Nail Lacquer, Neon and On and On, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,6,11093,B00BGAOJGY,"China Glaze Nail Lacquer, Highlight Of My Summer, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,7,11120,B00BKUHH50,"China Glaze Nail Lacquer, Sun Of A Peach, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,8,11121,B00BKUHIO0,"China Glaze Nail Lacquer, That's Shore Bright, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,9,11122,B00BKUHJ0S,"China Glaze Nail Lacquer, Too Yacht To Handle, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
47-127-190-47,11,10,11123,B00BKUHK98,"China Glaze Nail Lacquer, Are You Jelly?, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
104-78-12-88,8,0,2358,B000V8I38M,"Diane Hair Pins Assorted Size, Black, 100/card Diane Assorted size hair pins with ball tips. Great for up-dos. Black. 100 per card. Hair Care Beauty Hair Pins Styling Accessories Styling Tools"
104-78-12-88,8,1,2821,B0012NIXU8,"Diane 3&quot; Hair Pins, Black, 32/card Diane 3 inches hair pins with ball tips. Great for up-dos. Black. 32 per card. Hair Care Beauty Hair Pins Styling Accessories Styling Tools"
104-78-12-88,8,2,3336,B001A38Q52,"Diane 2&quot; Bobby Pins, Bronze, 300-pack Tub Diane 2 inches bob pins for hair. Great for up-dos. Simulated rubber tips. Crimped style. Bronze. 300 per tub. Hair Care Beauty Hair Pins Styling Accessories Styling Tools"
104-78-12-88,8,3,3337,B001A3ATP2,"Diane 2&quot; Bobby Pins, Black, 300-pack Tub Diane 2 inches bob pins for hair. Great for up-dos. Simulated rubber tips. Crimped style. Black. 300 per tub. Hair Care Beauty Hair Pins Styling Accessories Styling Tools"
